transaction_id,timestamp,sender_account,receiver_account,amount,location,ip_address,device_hash,Velocity_Anomaly,Value_Anomaly,TimeGap_Anomaly,Location_Anomaly,Network_Anomaly,is_fraud
7490,2025-09-24 22:00:00,ACC70840700,ACC16282896,95743,Ho Chi Minh,65.158.51.157,a8904fc5475a4a1cab8b6d4258042be7,0.2556128908716181,0.19133747278291632,0.08949737247932492,0.4835923772436008,0.019806795215700473,0
815,2025-09-24 22:06:00,ACC72577013,ACC32103038,68897,Nam Dinh,162.189.98.65,22b9b2b671679e148bde0c96afe8210e,0.3921423259453253,0.14471059049191304,0.33649616854568165,0.2897219857312246,0.10244412561507572,0
7750,2025-09-24 22:34:00,ACC94715099,ACC81944699,115760,Nam Dinh,117.78.163.136,5fc8876f200bb28de72de2d621ca7766,0.24560816881853278,0.3119919456377698,0.3222056991252949,0.15285340435904218,0.1633377194959822,0
4092,2025-09-24 22:37:00,ACC42210053,ACC86899876,65582,Can Tho,160.197.197.122,79d96919d546f6c982deabbfa64b6d99,0.18500932778295112,0.3592584989113807,0.26218471959440937,0.2761254029882312,0.31161744730138186,0
4172,2025-09-24 22:57:00,ACC78585492,ACC51166121,28562,Thai Nguyen,101.179.211.134,253f54204a57dd5a73ba7f6b5286a599,0.25311079396269787,0.17416715166136057,0.24051962668981752,0.25786316412498117,0.19616071196136511,0
9740,2025-09-24 23:57:00,ACC35911339,ACC29791049,135913,Hai Phong,93.166.110.36,8635a95503a77663d5ee5c598919d552,0.6679876602827255,0.9023457652397974,0.8473214186741649,0.6508193576593312,0.587246541557066,1
3280,2025-09-25 01:08:00,ACC22646667,ACC26881821,19649,Thai Nguyen,60.28.55.182,aea12180f2db97f2931853a5c8b53e5e,0.19065058904579765,0.052460858604206184,0.27179105419085264,0.09206656681750698,0.3466206225621744,0
8174,2025-09-25 01:18:00,ACC96289750,ACC54471203,90731,Nghe An,110.196.89.162,c716a5a960d036e59d139e364bafab6c,0.43477775706192573,0.09483243891341941,0.18763979213119197,0.1694496101846625,0.11645109806151582,0
4423,2025-09-25 02:07:00,ACC37318635,ACC40978136,98729,Vinh Phuc,50.50.37.31,e5e050d16ac4058dc508c0e37f15137d,0.19214429799981372,0.09356757054252403,0.3137622248011485,0.2591802758615952,0.4283993178828883,0
5893,2025-09-25 02:40:00,ACC74856151,ACC88663783,56343,Thai Nguyen,123.138.188.190,6e7d08cf56f511f30763b9ec85614768,0.3507687531273774,0.2846406407164566,0.12367115371601342,0.14042011992572023,0.1932863557341993,0
5976,2025-09-25 02:41:00,ACC88375360,ACC82847962,36417,Ha Noi,89.178.72.181,bf03cfaf68409bc2a26386c391a46e8c,0.17696454907172396,0.045364814467140226,0.4637099489366502,0.11197264652703125,0.3266615088711067,0
3991,2025-09-25 02:55:00,ACC64882599,ACC13721736,129292,Quang Nam,187.142.177.106,1857301559b40e213ba9461f5599ab5c,0.39672650360688677,0.08382270552744478,0.11075098046009019,0.10562789130750863,0.3786136910020218,0
7551,2025-09-25 03:06:00,ACC71891865,ACC33378693,42177,Nghe An,200.157.166.206,4f860ae5050c5b6ac049f7e2ff324972,0.2805227264539932,0.07076312472754111,0.2819247454516906,0.2007282398937608,0.2683708074494514,0
8903,2025-09-25 04:16:00,ACC59163468,ACC93953944,199743,Quang Nam,121.199.132.79,9fd3fef2f2c47dadb9eb8bcb7c98d93e,0.2074584645132095,0.44314082892181356,0.24167842454619515,0.1486179373406031,0.12706043652609977,0
5812,2025-09-25 04:23:00,ACC10009000,ACC50690162,24361,Nghe An,138.14.138.107,20bdf619997351f1de16be625789649f,0.4949924281707929,0.09922454073971808,0.4439947910749537,0.27430872227405495,0.3232017679921171,0
257,2025-09-25 04:41:00,ACC44849701,ACC55160076,134129,Binh Duong,132.216.27.139,5c2670334c76807e4962da7819b98093,0.27956610912737273,0.17881042494006338,0.25378386450831547,0.2927285954929726,0.3200066620330983,0
6897,2025-09-25 05:27:00,ACC57636440,ACC91515486,91937,Can Tho,135.194.195.220,1d88d91fd5c7ce92cb141dbc78bb62ee,0.3217856399613115,0.20817536594848532,0.30937883547307166,0.41760442599356745,0.30864443797312713,0
1695,2025-09-25 05:45:00,ACC57510257,ACC73189253,36965,Nghe An,100.98.136.87,ecf806dec2f2120ee44b3f8f71dc0036,0.34361912417129326,0.0454631016104422,0.22095614598227734,0.12161506011321961,0.4689079724704215,0
5428,2025-09-25 06:46:00,ACC95709416,ACC37498722,168949,Thai Nguyen,197.94.16.73,f73d840e18df299474c0ec816d8a6d67,0.15415278143025257,0.22937776950736077,0.18390128039682185,0.26722023636746317,0.35799415642240834,0
1349,2025-09-25 06:51:00,ACC13721052,ACC37841021,80521,Dong Nai,213.63.64.45,1754e3343f1a12d85ca6b99b0b6fa6ca,0.23476618326711554,0.40192150926602965,0.38807060943129673,0.18040334555785145,0.3308751324570062,0
8223,2025-09-25 07:18:00,ACC55058529,ACC79040902,36507,Thai Nguyen,157.33.15.187,0095bfcef74a40333649dbb68da1db75,0.03650958570324734,0.22819146098652343,0.1050390977654752,0.3540194772480735,0.35400015540564245,0
7754,2025-09-25 07:35:00,ACC38106588,ACC33708643,177705,Vinh Phuc,32.67.94.69,73fc2dedefa6638d4ba827c0ab45e13e,0.28924395601640207,0.09596897500180773,0.189442211513178,0.4160004489019512,0.47541456788559167,0
5645,2025-09-25 09:39:00,ACC33369678,ACC85622157,84482,Hue,136.192.132.49,4519d50915659995c6bba58e0b41edac,0.14043403515142402,0.262676958674733,0.10641358177826378,0.4198615123176664,0.13622735404940783,0
9278,2025-09-25 10:01:00,ACC98604313,ACC92820673,69173,Hai Phong,121.160.108.93,7aeee1ebc0de79ee9974b0ffa64f726a,0.18038679800992102,0.04042720035208048,0.19643574652653778,0.06571646651331936,0.1391669240235094,0
8835,2025-09-25 10:07:00,ACC60926124,ACC43900687,115608,Vinh Phuc,147.17.18.55,be9d06249772788bf57b40691708c23e,0.09417993447094582,0.21676686705799264,0.5167570452903869,0.5611826494466909,0.04416982177678528,0
7493,2025-09-25 10:48:00,ACC88742871,ACC56946426,81971,Hue,127.157.11.89,4dd893209c222bd531091744f73874c8,0.12905205807171286,0.3432176000108341,0.20900716799769617,0.14096910345412575,0.24951978845864423,0
9218,2025-09-25 12:33:00,ACC89660770,ACC77577710,59303,Dong Nai,55.167.12.188,906d70f94697829c24f9a2df82f3265f,0.23139390708432592,0.08196407904773981,0.45614866412333566,0.09665561146560321,0.23050434034327458,0
376,2025-09-25 12:44:00,ACC97745496,ACC17492585,10000,Hai Phong,48.53.30.87,00a5a374881e445be4bf0df5fd668a06,0.23848061925975375,0.2551539616610162,0.18388798744471135,0.43568230238072836,0.34440849920614114,0
4560,2025-09-25 13:32:00,ACC92552659,ACC13525301,46756,Ha Noi,131.208.31.30,88b9c9317a3715218febab3f3843bbbe,0.18670057082136765,0.22895017240371135,0.2713562988501587,0.24564982797969592,0.09122657577116351,0
2794,2025-09-25 13:56:00,ACC93159733,ACC76074355,31552,Ho Chi Minh,18.211.176.37,0b9d8be48558bb3dc164c6547de58bb4,0.00969854008396028,0.21062998626064086,0.32734932448688997,0.08609479355362795,0.12050240280755829,0
4530,2025-09-25 14:11:00,ACC30063769,ACC69751453,80046,Khanh Hoa,21.197.103.91,064c890b2f1867c3bba517591a2bf935,0.46705913945963723,0.41728183855493794,0.09812608439032044,0.259180720087206,0.055530974818757475,0
9694,2025-09-25 14:36:00,ACC10986113,ACC25278882,37705,Quang Nam,46.142.70.13,811218f64751bb10b210f518a8b9b8fd,0.593839254504862,0.8957830488563704,0.9581236152151837,0.7848571521531363,0.9199710476622542,1
1434,2025-09-25 14:36:00,ACC50682528,ACC49016213,83453,Ha Noi,81.173.34.156,fbfa73c5edcb568e05a34c9d634f4700,0.1847494099698155,0.20365468916410626,0.27673337629610195,0.2358531893757195,0.1634507984658385,0
8019,2025-09-25 14:38:00,ACC30771387,ACC56425109,49115,Thai Nguyen,159.98.167.169,fe8b11979268930fb597e7120a1fa60b,0.20328483262997774,0.17214054331686623,0.17718036788629013,0.1990856881536521,0.013400860555347704,0
243,2025-09-25 15:08:00,ACC55811855,ACC79003741,19146,Binh Duong,186.63.156.86,5e02d8c3349a46cb89ebbb530f1a6037,0.3330915633472876,0.30307351334386873,0.15627622523256235,0.16277924501841884,0.17145722386401985,0
7828,2025-09-25 16:41:00,ACC13229500,ACC29611233,121442,Vinh Phuc,109.191.58.25,b722621f3f3aeb8f1ac1f851fbb21582,0.2837672891882706,0.4233054259617534,0.35589705886021994,0.19445582805709233,0.13703227869256576,0
9997,2025-09-25 17:22:00,ACC49852530,ACC25899941,106673,Quang Nam,75.212.163.129,c242a585a7717bae3421546425d7e9a8,0.74942766013316,0.8942850363393491,0.6732126083948479,0.7563020956073404,0.677509010076432,1
6992,2025-09-25 17:32:00,ACC24987892,ACC27300627,69119,Nghe An,56.202.49.12,e72c609da99d2b3bfd08b5950f72557b,0.27095600687827065,0.2512851955143156,0.3720766148664497,0.33054178358471376,0.03318420168837979,0
5193,2025-09-25 18:22:00,ACC89557666,ACC92946312,19307,Nam Dinh,61.197.219.188,dde4e26671989753fa27acb0430570db,0.162433270130276,0.20401856858340706,0.2263922213792768,0.2859606603400788,0.1417806995671432,0
810,2025-09-25 19:06:00,ACC98378497,ACC91224462,175485,Quang Nam,140.31.32.182,7646fe0c1a04d121084d42d56d61728b,0.1544701538572131,0.21602918669019705,0.44199604426731737,0.19119885626272326,0.21854450729764988,0
5554,2025-09-25 20:04:00,ACC76433292,ACC15423179,183646,Dong Nai,119.180.213.165,4827a3d434c5787369129d3f111bc90a,0.4100330026698585,0.298829877225416,0.1565304560394091,0.1254199867563069,0.3484778414295908,0
4110,2025-09-25 21:46:00,ACC94369498,ACC84224269,79393,Hai Phong,84.129.147.96,9a3fada29ac055cf2afa951b54557268,0.1338693026719105,0.13019434970477214,0.21586719273568128,0.2436720444258065,0.0954218337810768,0
3811,2025-09-25 22:14:00,ACC17889046,ACC73966886,64425,Binh Duong,120.79.202.24,bc3c9c816d5b3d2332cd09c610ebc954,0.22596748324314225,0.4036309993301422,0.3420713796657704,0.25993809360640957,0.46324996551938186,0
6703,2025-09-25 22:14:00,ACC38575950,ACC63999152,92943,Binh Duong,135.135.150.183,abcd8175d918ee8d6bdd34a6506f3cf5,0.15979623036203938,0.16839611837701074,0.368199601006191,0.38253611058219367,0.06831218291469345,0
2601,2025-09-25 22:18:00,ACC97240335,ACC36927037,99309,Hai Phong,65.87.201.214,b63d4c323b496fc504f060bceff21b3a,0.11753089597841992,0.13867243726066292,0.29915841588362324,0.19948804428857442,0.2990590826555269,0
1246,2025-09-25 22:20:00,ACC43914838,ACC81808759,41843,Khanh Hoa,167.61.51.196,450241369a1d90b617e9db637465ee3f,0.3635696559675397,0.27002357625804135,0.1467653167767433,0.01950732858451999,0.05316854101641092,0
2784,2025-09-25 22:31:00,ACC31537005,ACC95591452,54509,Dong Nai,146.28.214.49,7a568c3f30903f7e042da221c833d7e3,0.14792087759181208,0.2968336748227388,0.24255339730705497,0.1281985905875968,0.2091470735483284,0
7028,2025-09-25 22:40:00,ACC88228196,ACC75078416,80168,Thai Nguyen,138.144.78.200,2bce36722ec22970652bbecf190e8f4d,0.3206033679625767,0.34886772445817216,0.3794106213646915,0.15552703741989832,0.06975949872727423,0
2082,2025-09-25 23:02:00,ACC28259926,ACC88985559,78898,Binh Duong,192.160.97.13,8a353c2e3d3feb80193ade1611a73d12,0.2359326850849457,0.26993456893460427,0.44957534188751486,0.267996543977972,0.0778578134552979,0
444,2025-09-25 23:16:00,ACC74550765,ACC38621985,57278,Binh Duong,126.97.135.151,7e792ede4ae74818a014c2ced593d5be,0.26467508754053387,0.012109436735423595,0.27608456643160184,0.20096181625893136,0.26491202695364974,0
5526,2025-09-25 23:27:00,ACC83887366,ACC38491931,38288,Binh Duong,191.171.41.12,dad7c1ea7edb4a64bec3a615e0af3818,0.13607388030773374,0.1387938194448015,0.02917095071042965,0.13148404833781124,0.04386025238359396,0
674,2025-09-25 23:53:00,ACC44699875,ACC79483571,62509,Can Tho,17.133.32.180,c4136e327bc89db5148987aaabb66838,0.2808883397500865,0.23900126847456615,0.46907082373129877,0.28953737472142127,0.23305042905870288,0
7922,2025-09-26 00:02:00,ACC37968567,ACC46590905,38400,Quang Nam,212.23.163.14,620e4ca969d29d2780f4de7c87625525,0.2233862922650647,0.3464459669663937,0.1142117014209711,0.20139575060942536,0.1417676355292138,0
5717,2025-09-26 00:07:00,ACC26462028,ACC77877659,84590,Nghe An,159.87.94.132,1f0526318c5aa75fd9c77f2a24cfc221,0.15160275361668699,0.3265049518663485,0.17540875712726214,0.21726758175483846,0.2608195512218979,0
9529,2025-09-26 00:14:00,ACC98686850,ACC64522776,191895,Khanh Hoa,42.151.220.103,9902e34371e53fea093a9309bff2abd9,0.8566362922491626,0.7374458059102789,0.7497327137496366,0.7029104274322839,0.6460493376748914,1
9557,2025-09-26 00:24:00,ACC37915866,ACC33284149,29863,Vinh Phuc,98.135.33.207,379b8de54bfc222149e201569cd1a478,0.6737511619860728,0.9775828562660619,0.6496763220818191,0.6791390507326717,0.7499616453817765,1
9528,2025-09-26 00:27:00,ACC77112368,ACC80534652,185149,Dong Nai,172.193.47.102,53c95c057ce937681fb1b58e04bbbbe3,0.7020446957979746,0.9014561394017465,0.6871497085478895,0.8450495587101847,0.7606183197665217,1
8405,2025-09-26 00:53:00,ACC33925021,ACC73976836,46518,Ho Chi Minh,173.207.184.69,9bc2803f7902c3ee4177453f90b36b0f,0.3376563835632362,0.2431213578813334,0.3431952581976561,0.046538499745191045,0.40669326658471333,0
8318,2025-09-26 01:16:00,ACC32647582,ACC31587617,196049,Dong Nai,77.121.19.104,d8d6bd9b2715412e8b22c0222e154a99,0.37695968386130846,0.1439133763997038,0.16921053310598574,0.16283719052016624,0.5556440694610671,0
3366,2025-09-26 01:19:00,ACC66197829,ACC78004322,88826,Quang Ninh,153.60.85.119,afe599d1233024600520f62631b2f96e,0.1851937093980657,0.24258338464941362,0.03492594956770825,0.11883337264225277,0.3896942720347515,0
7775,2025-09-26 01:57:00,ACC83492498,ACC96791202,47622,Nam Dinh,99.55.165.42,dbc387eec622a9208c8a2161ca24ebba,0.11927244925288133,0.21415660557235391,0.1897013105906943,0.0860779145192103,0.22979926223241806,0
7568,2025-09-26 03:43:00,ACC21206072,ACC93244040,102055,Khanh Hoa,89.190.130.149,80e0f77dd9a48a343e954343d2b7f966,0.07130201247721718,0.09617670124270639,0.3562302548882242,0.32118596185883064,0.09276450525538098,0
4378,2025-09-26 04:59:00,ACC13608706,ACC25643892,45340,Khanh Hoa,178.182.114.28,09f2076f4aa1eb61a384f95dccf2cd7e,0.37250336949857377,0.519879628229809,0.3475625873642813,0.1321098527767929,0.17363212102295533,0
4811,2025-09-26 05:10:00,ACC20703324,ACC74037676,108916,Ha Noi,218.20.95.171,04b9696af459b028c34e2f98be2afe88,0.6603565042665455,0.37159793364077887,0.03789261878669921,0.5000430529065263,0.1256873931303072,0
1664,2025-09-26 05:23:00,ACC88878855,ACC73376840,162325,Nam Dinh,170.137.170.35,041d1a4f6635b248476c2f3463b10446,0.04768028262054349,0.3557606850267339,0.43879043582805144,0.0953945892072126,0.3061748979921128,0
1541,2025-09-26 05:32:00,ACC44353804,ACC59109556,98874,Dong Nai,211.43.66.133,5ce19a2dcc5f262afa95d8760262a916,0.3219811157724089,0.17768720796492884,0.02309677248891531,0.4062536067654311,0.08881627508119776,0
6964,2025-09-26 05:43:00,ACC62292925,ACC64813059,241330,Nghe An,49.143.72.115,9c886e4e11fa9a711b305a447b9715b3,0.08416657618995094,0.10680439150786111,0.07395126483969167,0.25731001969581385,0.25390154208650384,0
8142,2025-09-26 07:28:00,ACC29723504,ACC99590097,55881,Da Nang,193.111.79.200,3956e2ffbdb4910689c7ced76d095132,0.2089992856134501,0.23709902144486006,0.26298717414634165,0.3877109760770509,0.03544846659110453,0
9521,2025-09-26 07:38:00,ACC37748237,ACC48517982,124220,Quang Ninh,98.166.105.49,91d9a7aed86ba80caab1b91308999ec4,0.840753423046993,0.8677875459471263,0.7472176953912584,0.5152723931019834,0.5434309353336255,1
3930,2025-09-26 07:59:00,ACC62198257,ACC95735740,29690,Quang Nam,174.83.62.23,b8707448dd7f42b58536e51c9a17aa16,0.22630907197994843,0.14905687745367505,0.3280066336473164,0.32197796758686226,0.15972533606711142,0
1793,2025-09-26 08:36:00,ACC13189064,ACC28563876,40380,Ho Chi Minh,27.78.221.42,5a22f265e36b37e331f81dd0ca6787aa,0.16430086430784988,0.24826648962907052,0.33319705623996826,0.04215178450500988,0.18372110198184566,0
2493,2025-09-26 08:54:00,ACC52422131,ACC60147398,37912,Hai Phong,177.205.81.129,98fe4aa72eed323d83b74c6dddfe0d76,0.18220082192718212,0.08442217883819657,0.2965259297962469,0.02446909752739313,0.1513179416961535,0
6632,2025-09-26 08:56:00,ACC43012098,ACC78063508,42142,Khanh Hoa,183.135.110.203,89e0b4740cfea9f56f424a9eba67a219,0.14301851476270022,0.3241549535941276,0.19507079834126753,0.25311263727908423,0.15825523912935838,0
9875,2025-09-26 08:59:00,ACC51130251,ACC22914271,147629,Hue,176.122.164.118,881b39afde6b144d93ff8badc282c25c,0.4672059929700529,0.5713532364638094,0.48833955620137354,0.8404008809740371,0.7578615406458503,1
4248,2025-09-26 09:23:00,ACC21491810,ACC19868986,103464,Da Nang,47.172.174.178,51c6d58e6b096264472c951282b2de14,0.14379766156549914,0.15731184603193363,0.06691476071094447,0.11363577620304417,0.10397166443379154,0
5846,2025-09-26 09:37:00,ACC58642961,ACC22180881,36384,Khanh Hoa,206.40.93.45,cdfb3438f36df89b73e706c86dc02207,0.3987469106912803,0.15099266371853717,0.33556598214218,0.12341143018268298,0.20741626777769243,0
9571,2025-09-26 10:22:00,ACC74213705,ACC99492805,281326,Binh Duong,72.153.18.125,a19b9ac72364553a324961c4aa156855,0.8583836447528824,0.8337213075635609,0.6629928195954508,0.7316959439006004,0.9110958108957978,1
8077,2025-09-26 10:25:00,ACC12639697,ACC84742076,68675,Ho Chi Minh,219.98.116.206,e6acd286c935cd79539411e530e11bc8,0.5745213999450138,0.14416092292357463,0.09669550420703966,0.2390902869235805,0.21840532392596057,0
2944,2025-09-26 10:47:00,ACC99745618,ACC80553758,104034,Ha Noi,80.203.173.210,a70fcb50a511b502b6922b88937eb158,0.08726706963792545,0.42943712029898384,0.4183487723462565,0.2462700520882186,0.23506620449987511,0
9187,2025-09-26 11:15:00,ACC52113116,ACC80771587,170858,Dong Nai,221.130.72.188,61918578ded5f5187e780869592ff6c1,0.05131025106140295,0.20754016099727537,0.2567202823122294,0.34741003926044134,0.1598902572008538,0
4124,2025-09-26 11:15:00,ACC92334294,ACC43873224,24817,Vinh Phuc,140.207.91.102,78164eacdcc8ee4425753a06f2a6468f,0.19332034818119512,0.15302432255443144,0.2402822540924868,0.12663355909404758,0.37371050914996395,0
5104,2025-09-26 12:46:00,ACC32642165,ACC26289829,152918,Nghe An,64.62.166.164,2f8a90ae4985350d08275ce5522e2c0d,0.32495925504057943,0.6415302443046926,0.34949836056839007,0.13326482691754252,0.12922905163093015,0
350,2025-09-26 13:05:00,ACC74024257,ACC21473349,155406,Binh Duong,79.82.79.35,c761ee2533c9b3a6c3a95038d7c8b717,0.06479621312486303,0.22155745409689248,0.22586687376379017,0.32433268853292646,0.11829012648588971,0
1132,2025-09-26 13:15:00,ACC45273444,ACC61752666,53113,Thai Nguyen,219.134.190.195,45c6539b74830095c27c61a7e6365790,0.26498391969890817,0.20417288732386868,0.23149179178656182,0.16997718845635199,0.1498287415752534,0
4,2025-09-26 13:45:00,ACC80143429,ACC15433612,49435,Binh Duong,43.221.89.124,6644f7265002f192809521c2638f8e19,0.4378300491024504,0.12265899483090736,0.14616523355929678,0.44980747643569063,0.030133472037555634,0
7270,2025-09-26 13:56:00,ACC49992164,ACC41021390,49704,Dong Nai,183.213.74.78,b45c3d8a7ab5900498bbec00cce079b2,0.2783416487657489,0.23174091287277127,0.31599271647714333,0.3850473528805195,0.45563865478609156,0
7008,2025-09-26 16:34:00,ACC75567956,ACC38346751,31206,Binh Duong,121.203.15.187,7b95c0913ae24af2370068b6d633d155,0.16664241922434478,0.07787683195463883,0.36436897999939777,0.27399961756654156,0.0958785243502667,0
2313,2025-09-26 16:40:00,ACC58699011,ACC44264009,74571,Hue,59.29.43.140,d0e596b0f65c98e472a782efbba406e8,0.6105639715167459,0.22127424610834584,0.4756214337590406,0.20447838600938092,0.15531316844757004,0
9015,2025-09-26 17:15:00,ACC70725448,ACC50550928,100367,Quang Nam,85.87.96.130,1854bd692d56df3ec92258163ed0dc04,0.132061639515483,0.20339945343452556,0.16683260309683273,0.2996943177963937,0.05915230690384071,0
4968,2025-09-26 17:35:00,ACC93371408,ACC16657092,84661,Vinh Phuc,130.14.162.90,a9916d527a4648d8143b9ab80424be5a,0.14803963108445256,0.11197439668793766,0.13469950222497348,0.2025475807979894,0.4219740050525366,0
8669,2025-09-26 18:01:00,ACC36562751,ACC85952940,55467,Da Nang,130.96.121.14,d2ed8c8e8d2b225eabb730edb4200f66,0.23805945864123337,0.1730984370609715,0.17611460782123475,0.2264102635565196,0.43272532619833914,0
5142,2025-09-26 18:17:00,ACC27798771,ACC23845761,71424,Binh Duong,88.54.52.170,f4c7e87b0cec736eff5a9c30e27e8c97,0.2511150459670459,0.21578015948202978,0.11715016291438775,0.030822846193250278,0.0821152806609298,0
9678,2025-09-26 18:50:00,ACC85714072,ACC22196482,59565,Ho Chi Minh,146.130.152.23,bb4f796ffc5b1580330853f163d674e0,0.9670550170097654,0.8978677876167453,0.8422614198033846,0.8195990828099625,0.8018152107431825,1
5050,2025-09-26 18:59:00,ACC62545415,ACC10865751,107352,Can Tho,71.67.22.40,ae260275f26cffcfde1e49c5de4f36c5,0.19428160100886216,0.2604078488334778,0.21017705075084064,0.23827208276808276,0.29460295914695434,0
4894,2025-09-26 19:31:00,ACC93041185,ACC75857333,41659,Nghe An,164.216.114.60,46847059b85e0c06c31f9dc98dffe1f8,0.12705423474024558,0.21470685365113876,0.15876086212057416,0.4265799416221973,0.1432269098561384,0
4052,2025-09-26 19:50:00,ACC18972939,ACC14594912,52755,Binh Duong,168.31.152.97,38ad5b0f3f110ccc3f670b41fbbe43b3,0.1705866767964414,0.4974460444443125,0.1046413364026648,0.23482171533040394,0.2114175578656771,0
1396,2025-09-26 20:13:00,ACC92808370,ACC74063198,53330,Ha Noi,199.178.11.26,04b5362e58af694d342ba8d63011b696,0.07342153691363132,0.1660060525619031,0.3255240577910126,0.21010628988209132,0.3222156047675095,0
6328,2025-09-26 20:20:00,ACC45668716,ACC57145588,98417,Hue,33.156.107.172,759834c9afd3401f543f78e610eaf714,0.25852903769968055,0.44712534021118705,0.32667204301182157,0.5118033493524148,0.07273993154361778,0
1516,2025-09-26 21:32:00,ACC34135673,ACC39539216,93793,Hai Phong,147.17.89.171,c74430289a776467d49fc8f4ced229a1,0.3728915603103394,0.19735085507346709,0.3362218401472281,0.20156210062180777,0.1387513470000358,0
2652,2025-09-26 21:55:00,ACC45637221,ACC94476146,41371,Thai Nguyen,181.53.97.160,abed9dbe2ddb7d945c0e03ad20d1cfcd,0.59368362209018,0.33730165281460944,0.39500136825372406,0.1238012989410349,0.17548627751841844,0
6079,2025-09-26 22:09:00,ACC86183199,ACC78194403,23145,Ho Chi Minh,18.86.139.82,eb2dfcf77422b4b2f57522dc3c6dd9df,0.2823401419424946,0.3140878093445772,0.26085959675245857,0.47660125974220424,0.40922997878883727,0
869,2025-09-26 22:46:00,ACC54651527,ACC80140696,27473,Can Tho,93.43.210.146,b78e72c27d2cfbbdc1dd64fa672a3215,0.2986433304028724,0.1461949105374489,0.13225703544783898,0.24031172412918217,0.2157017065419381,0
7137,2025-09-26 23:41:00,ACC85074227,ACC16810117,27207,Hai Phong,164.220.185.115,a8639e76018bd04f2a2c8d630e7b290c,0.22828259991948685,0.2728280302213335,0.16725419515619094,0.1942634266803576,0.5504496644802406,0
704,2025-09-26 23:44:00,ACC71110094,ACC79885774,102777,Thai Nguyen,91.163.61.192,b47663394d2a763dfd7cf61cf88ad8c8,0.2610901715218202,0.3098598613472637,0.3912374768719176,0.24671174416390157,0.1941202819111867,0
2321,2025-09-27 00:08:00,ACC97298966,ACC87868321,129492,Da Nang,179.29.205.23,616bb853c03a45d8057b59588274d5ec,0.24788431458628468,0.07044297290418937,0.5346470199751199,0.27356504659036923,0.16851869156472288,0
2487,2025-09-27 00:15:00,ACC39635250,ACC75994288,122578,Nam Dinh,219.57.206.52,3317ddea6ec7f4cb897f16ac07e74333,0.35030404264055326,0.3162562744861665,0.30765685157922124,0.21583264333685181,0.15143657237813732,0
5638,2025-09-27 00:51:00,ACC25893772,ACC26639702,42998,Hue,15.71.216.134,e1f5e7cefe3c65516a6b64e8cfa0589f,0.27395867481088493,0.12377299704734332,0.3789825520867872,0.3728564601480606,0.19479533708910737,0
