transaction_id,timestamp,sender_account,receiver_account,amount,location,ip_address,device_hash,Velocity_Anomaly,Value_Anomaly,TimeGap_Anomaly,Location_Anomaly,Network_Anomaly,is_fraud
9882,5/20/2025 10:50,ACC24062757,ACC56670207,90468,Nghe An,135.159.83.76,a8735c61bc8110898ab5a014f5133b07,0.707960818,0.993661299,0.827354219,0.958161589,0.961273275,1
9600,5/22/2025 10:14,ACC90016634,ACC67979223,63867,Quang Nam,204.63.157.16,9848eed0d06ecebbca363973e2a93bc9,0.838631878,0.740608902,0.465782008,0.93241321,0.663746045,1
9760,5/22/2025 18:33,ACC60110498,ACC54607206,84769,Ho Chi Minh,96.114.76.170,048e431524f16605f5c6ad1d25f45e00,0.832473808,0.723904432,0.805282703,0.779480183,0.74070497,1
9896,5/23/2025 16:02,ACC71308249,ACC96141542,87186,Nam Dinh,198.194.187.52,03c03d8ae1977bc766b9b951bdc44e43,0.681516051,0.874794921,0.971419515,0.790691165,0.709504304,1
9634,5/24/2025 0:37,ACC21070776,ACC43643693,209956,Ho Chi Minh,203.92.207.189,066b7d01ab2a435fdd4c297537aa2753,0.614133099,0.66018106,0.860216964,0.751187174,0.838655249,1
9647,5/24/2025 1:06,ACC32142122,ACC52544200,76707,Binh Duong,57.16.206.212,dc61e815ef6f079ebdf2b424d4c039e9,0.974134552,0.575665533,0.829634463,0.906592267,0.781378155,1
9859,5/24/2025 3:23,ACC65575984,ACC57842508,159356,Ha Noi,25.132.161.147,511285d6cc50b491eb4103e5539c37da,0.552102912,1,0.927474252,0.713964645,0.885532883,1
9856,5/24/2025 17:31,ACC93672067,ACC74706015,184559,Da Nang,126.22.18.78,e85c4549d93e43f1d73007e441f144ab,0.852928246,0.826056473,0.758896696,0.820634644,0.963606177,1
9822,5/25/2025 3:47,ACC89695191,ACC11064595,39206,Binh Duong,71.221.124.62,af8a5d57034e1d1aa57b15c3c8e13430,0.924051759,1,0.79267959,0.832191144,0.791159706,1
9515,5/25/2025 4:14,ACC81405526,ACC91834808,441331,Ha Noi,196.145.46.94,776193a8e30b437c983372e428e7fd4c,0.790018767,0.924416014,0.81288037,0.61486435,0.921541016,1
9811,5/25/2025 7:44,ACC27174250,ACC46163568,45659,Da Nang,129.63.73.159,067421e4b300b5b5893e46beb721e4d3,0.981922632,0.619691524,0.795605238,0.718776129,0.952420223,1
9754,5/26/2025 5:08,ACC81514926,ACC62630726,78688,Ho Chi Minh,40.103.41.24,6247c2cec0a37e2fce987771de932960,0.84302229,0.961878418,0.75528151,0.971656463,0.75754495,1
9849,5/26/2025 5:26,ACC71114379,ACC50600827,343749,Nam Dinh,175.202.95.151,4b0fe0beed8d3013af997ab242214fe4,0.885478655,0.861018461,0.918452982,0.619600423,0.782532405,1
9516,5/26/2025 7:48,ACC29069262,ACC65888669,110088,Nghe An,61.196.183.159,a62e796687d7ff578aae9e112d3b03b3,0.857857662,0.937320989,0.83723117,0.368177723,0.946132019,1
9629,5/26/2025 14:28,ACC46275903,ACC72108418,138612,Ho Chi Minh,83.182.222.142,afc9813c69b72c28a97f554fb20b0abe,0.846816959,0.898479224,0.788139803,0.764885996,0.860923058,1
9633,5/27/2025 12:54,ACC15910643,ACC86076431,142602,Nam Dinh,222.118.218.149,ec1c155ce1a8cbe341a4341e5e87dee9,0.662649382,0.67915858,0.670405926,0.694718419,0.881480078,1
9931,5/27/2025 16:00,ACC49515950,ACC82171376,130694,Ho Chi Minh,135.47.91.205,eb0eda53c2ceb173d631afa27d2d5a38,0.78297538,0.936927435,0.888825737,0.643510892,0.673141679,1
9878,5/27/2025 19:54,ACC91892590,ACC27155878,198704,Hai Phong,187.29.180.153,cc1e0f137244ed6029b3f3aa57a25223,0.702262172,0.743842302,0.757994481,0.211416507,0.271156479,1
9689,5/27/2025 23:43,ACC14790491,ACC98963223,45940,Ha Noi,71.132.148.52,8e596cb175dfeecc7f58d98f37095809,0.857974678,0.518977455,0.568817605,0.891185881,0.86314358,1
9765,5/28/2025 5:39,ACC29786918,ACC24223820,69736,Khanh Hoa,68.83.94.34,b63d172739698f2fb3f9e3fcfd021c01,0.876436472,0.909461216,0.801558545,0.658313345,0.755328418,1
9621,5/28/2025 17:52,ACC19339943,ACC65087420,206446,Thai Nguyen,143.96.96.121,2f63ca163d78505c855c8eced03dfbb1,0.774997078,0.915583769,0.943568817,0.920991381,0.895408165,1
9612,5/28/2025 19:07,ACC36682609,ACC68517671,167996,Ho Chi Minh,42.85.220.109,641f8b525b96417ac6f2a687cb3d4cfd,0.831519204,0.692883296,0.833538528,0.819588047,0.687672731,1
9618,5/29/2025 7:22,ACC65118827,ACC37246660,70814,Quang Ninh,45.143.143.215,b1af0c5b57dbb8581b67864ef1a95891,0.907201385,0.949315752,0.900336664,0.7455378,0.847608594,1
9705,5/29/2025 20:08,ACC69738934,ACC72848168,64705,Binh Duong,49.128.95.161,a4b6129c73844db9963ab90a955d839d,0.950812113,0.867560854,0.832418805,0.932210083,0.819108334,1
9974,5/30/2025 6:24,ACC83386603,ACC98998942,208337,Hai Phong,135.80.218.107,30a9a8260b6dd4672cb79738a01bf699,0.947674795,0.761847565,0.850774199,0.725705382,0.707163543,1
9920,5/30/2025 9:23,ACC18650888,ACC75465671,223911,Thai Nguyen,187.216.102.102,212f0fc97645d1c26ed2f23b09a56743,0.778902281,0.987287944,0.999333694,0.562442857,0.944191534,1
9964,5/30/2025 18:22,ACC65524067,ACC74468240,89433,Binh Duong,143.149.154.46,e7774ed3693f8f42c1f05500366cc51e,0.466191793,0.921766314,0.870271833,0.757232202,0.808298915,1
9962,5/31/2025 8:29,ACC43448944,ACC47826402,142099,Dong Nai,127.23.49.173,9dd41dce589eb177f32cd67ab4c9bd02,0.794541625,0.941260396,0.933521619,0.721970132,0.598487011,1
9874,5/31/2025 8:57,ACC98471060,ACC40349814,129080,Ha Noi,210.36.145.208,e49b50e5d1edc89971b085568ba94f76,0.968725854,0.961909799,0.772085295,0.675063085,0.532012492,1
9869,5/31/2025 12:19,ACC97307555,ACC23022739,44426,Ha Noi,219.79.35.152,d747731bdb22bac20ffe265891c78758,0.848906108,0.760156342,0.799905616,0.824525135,0.787207566,1
9976,5/31/2025 16:34,ACC49044867,ACC58950649,30778,Quang Ninh,134.80.20.186,1e81c3b16421410ea7908a4b37b0feeb,0.691569107,0.929015557,0.91056532,0.657371484,0.987795955,1
9745,5/31/2025 17:05,ACC32041999,ACC80714605,75671,Can Tho,101.211.180.79,0e538d1539b504a02c7c0308ac7b5002,0.708783117,0.746926856,0.453194373,0.797163505,0.64007342,1
9573,6/2/2025 22:07,ACC71696535,ACC56063471,178775,Hai Phong,90.71.132.43,2ca352eb408b88757c019b4835b9c8ea,0.714945678,0.825992,0.836400875,0.812622241,0.538910574,1
9626,6/4/2025 13:07,ACC93369765,ACC41121260,145277,Can Tho,172.25.162.186,95367e79048baea0cd3c5d3f70f3e39f,0.869169496,0.860906228,0.608198123,0.778942851,0.752320536,1
9828,6/4/2025 23:12,ACC21901960,ACC52126588,118683,Nam Dinh,81.48.60.14,4e16bb585ab5f91ba640f286f18b11a5,0.693922226,0.907617324,0.693363413,0.687502918,0.729899089,1
9663,6/5/2025 2:35,ACC77951073,ACC53460269,475157,Quang Ninh,218.211.33.177,35f6cfe2701712ac6352b62afb7fe868,0.64159342,0.831986993,0.335516646,0.584229798,0.788084669,1
9928,6/5/2025 14:31,ACC97812999,ACC25128355,94732,Can Tho,167.125.131.96,3fbefef7f79c46e57130e76f3f5138fb,0.819026677,1,0.949283309,0.737762004,0.607506903,1
9894,6/5/2025 17:03,ACC99419956,ACC28429142,85727,Quang Ninh,76.56.19.48,563b30f0a3ec388c3d576c8eeb83b34d,0.708094027,0.837611523,0.895115998,0.589284081,0.979929518,1
9535,6/5/2025 21:53,ACC63665057,ACC42406531,143383,Nam Dinh,130.68.40.166,47ac1b2977feefe1c224f5470b38aaca,0.8493215,0.964126402,1,0.734258342,0.909894425,1
9800,6/5/2025 22:09,ACC92426309,ACC79108879,398183,Can Tho,63.167.33.66,5ae3bab96235766ebd5c1c5ac65846fc,0.737314881,0.776047478,0.536020517,0.609294204,0.658883645,1
9711,6/7/2025 0:32,ACC79166380,ACC54960994,54956,Dong Nai,35.65.126.183,27f836bc213556ffa4664c3985c5eaf6,0.759879849,0.870635217,0.549579852,0.639370206,0.722097745,1
9729,6/7/2025 3:00,ACC86236446,ACC11892565,114683,Da Nang,14.221.86.32,ec9c15f9d2a009433f03aa6076593e56,0.874877829,0.890570318,0.685726459,0.543729976,0.966753253,1
9657,6/7/2025 6:12,ACC66090110,ACC28411673,632959,Vinh Phuc,100.196.25.131,2f1228d69dc1a37acdf61b6e25240e03,0.858491127,0.879608806,0.812182179,0.685809561,0.662587241,1
9575,6/7/2025 7:44,ACC49935163,ACC85956266,120637,Ho Chi Minh,42.203.40.105,6fb76b1959ce56d222ea8fcccac3e498,0.516081334,0.938979034,0.643655723,0.835083696,0.709748627,1
9509,6/7/2025 15:38,ACC78346534,ACC96026492,410906,Nam Dinh,77.102.128.85,bb29fe026ecb7db867d945e7d6de0645,0.989537654,0.831580081,0.794470561,0.739237758,0.567325491,1
9683,6/7/2025 21:43,ACC89285254,ACC96810551,466195,Thai Nguyen,21.174.77.221,cb6a69dffabdc810bce176317e581545,0.739115431,0.723085597,0.748585109,0.816706798,0.636648287,1
9532,6/7/2025 21:55,ACC65429939,ACC14721322,95779,Hai Phong,102.107.140.124,e617114d61651ef52d5d899add7d6440,0.59319814,0.923704217,0.909899872,0.707336583,0.689902361,1
9871,6/8/2025 7:46,ACC71157284,ACC88175471,123912,Can Tho,142.168.122.218,fc3b0be77a30e29b2c96e62140bfb967,0.849632701,0.850456015,0.991813205,0.840183515,0.637783494,1
9617,6/9/2025 20:00,ACC41316779,ACC39840749,87737,Hai Phong,31.142.62.105,617c0bebf043f6f8d96dbd919c642449,0.787272175,0.656842302,0.42186468,0.899123009,0.854026097,1
9959,6/10/2025 7:15,ACC45673877,ACC16565912,221635,Dong Nai,163.30.202.114,f3108c70ecf4182198dd9381e336a94c,0.705938187,0.900670198,0.477491647,0.910758506,0.938457269,1
9801,6/10/2025 10:10,ACC87890341,ACC53393556,35399,Ha Noi,140.81.39.87,e0f641b0489b37bc5f81a66b0487fad9,0.886602171,0.403863004,0.781567967,0.777982021,0.60815538,1
9672,6/10/2025 21:45,ACC91936762,ACC99174519,116124,Can Tho,168.72.209.133,77a1a7a986f9dd5239162389aa592760,0.986878818,0.691472349,0.7229762,0.897900036,0.947163495,1
9614,6/10/2025 23:30,ACC77063857,ACC14453234,67474,Ho Chi Minh,77.54.25.99,85ec0ada9e41c9ee5cdb3171238fb139,0.88265959,0.960532739,0.749299034,0.90006826,0.665453321,1
9937,6/11/2025 2:13,ACC65521739,ACC22236098,117901,Hai Phong,91.11.41.92,b4dca3e3e2dc7f8442174c9a6e882ebe,0.903167281,0.835730999,0.899520703,0.600705079,0.922344176,1
9597,6/11/2025 10:13,ACC68220316,ACC87176017,45007,Vinh Phuc,137.220.32.32,8bd8949300cd2069f0425f12203a6aae,0.911602918,0.81991747,0.902548104,0.634582214,0.875535655,1
9936,6/11/2025 14:17,ACC39301519,ACC95797644,65286,Quang Ninh,77.200.104.164,69fd013eb96ed80c0eebd762b98a4fcb,0.824881427,0.723563797,0.906431361,0.666463678,0.476983501,1
9770,6/11/2025 17:10,ACC97251490,ACC88408944,105065,Ho Chi Minh,139.149.142.15,deeed05ab2ac7cac8003e4e4376a8510,0.850496485,0.727333762,0.324349951,0.731926104,0.494208056,1
9562,6/11/2025 17:28,ACC65993475,ACC92518735,205445,Da Nang,87.130.198.64,e34ce997f1893a2039405449164e2421,0.748651024,0.74168176,0.911864689,0.941643991,0.718678702,1
9903,6/11/2025 21:05,ACC23562667,ACC17377600,102832,Thai Nguyen,89.136.78.22,2a1f8ff117f27a1a7471f6f597318e1f,0.849319365,0.87985647,0.94812812,0.464663875,0.665442014,1
9833,6/11/2025 23:29,ACC32019936,ACC63666941,236024,Hai Phong,205.136.213.126,2d40322a1ee9a6d6077e838be3e71d4f,0.850282754,0.565568569,0.872003918,0.818856372,0.643494293,1
9804,6/12/2025 5:11,ACC39928010,ACC48294205,109047,Dong Nai,158.210.84.131,cd5641e3bf278efb7b5ecfac33cb6034,0.700926081,0.872775058,0.966605076,0.804966417,0.881491247,1
9688,6/12/2025 6:37,ACC68365209,ACC66271268,300431,Hai Phong,64.163.17.160,4395b8a86928d1f0d5ee662291624c8c,0.83440129,0.87245776,0.483780305,0.672907085,0.789451381,1
9888,6/12/2025 19:44,ACC20497110,ACC61247542,80277,Vinh Phuc,168.42.118.104,ed5008f0f8239e25a09c29da4a188116,0.874077915,0.850301857,0.95760167,0.648899498,0.668322045,1
9671,6/14/2025 6:00,ACC22643209,ACC83489164,97535,Nam Dinh,178.127.190.210,f81122862ac2d38bca32442c01f79bdf,0.859132389,0.678043777,0.84914734,0.593380506,0.874049094,1
9866,6/14/2025 13:01,ACC56430733,ACC71037365,277220,Can Tho,70.31.68.142,ac074fb8fb0f5901b58ccefb62c01421,0.941545008,0.892215142,0.870013839,0.748308085,0.764605541,1
9848,6/14/2025 17:09,ACC50222540,ACC39931234,103691,Da Nang,51.55.91.141,876b6b3cb8c8785740ec2e025a12242f,0.773155162,0.965383005,0.79634215,0.835103579,0.867832577,1
9510,6/15/2025 4:07,ACC84751739,ACC17869295,191514,Vinh Phuc,193.157.170.132,43cca088cd4a9987f21a8b9f8cf2c710,0.988233598,0.887760813,0.788282576,0.778252907,0.880657871,1
9701,6/15/2025 9:55,ACC79001684,ACC20310858,142011,Ha Noi,148.92.196.207,772b88ae14b473a1ea35e65c96f6a6a2,0.554821895,0.835266408,0.858010296,0.520396254,0.763480963,1
9954,6/16/2025 8:51,ACC45094046,ACC19016978,150736,Can Tho,66.160.68.110,f2b42974f85553bd0e9f58f86db7a5b8,0.952751775,0.790629171,0.933427084,0.900471315,0.850343546,1
9815,6/16/2025 10:12,ACC73767478,ACC22587603,55431,Ha Noi,52.190.184.56,755e2e8a8e6280cf03f4a278ab035f27,0.74751113,0.724373114,0.442960857,0.87521561,0.794742049,1
9886,6/16/2025 11:29,ACC32696800,ACC49987232,209072,Quang Nam,57.131.122.16,d7a6b3486c627ccc1c62e3b067a33088,0.873722915,0.986885568,0.452582859,0.771460592,0.629107332,1
9880,6/16/2025 17:57,ACC81878136,ACC46668298,222507,Nam Dinh,175.60.211.137,62f42fdcf12931340bb22814fc447b95,0.986142087,0.857936968,0.929764574,0.74214897,0.890915933,1
9835,6/17/2025 0:11,ACC72114712,ACC97244821,173668,Da Nang,143.24.181.222,aa1cc6477b0a8300ca8c773d0f12f97b,0.869498881,0.909434894,0.729961651,0.724525003,0.497215315,1
9622,6/17/2025 6:09,ACC72116751,ACC54810467,80912,Da Nang,121.121.112.95,12c0ce7a181dc0ea1a5f951b7dd1a3e9,0.80454725,0.770379119,0.88670256,0.895125697,0.794174289,1
9593,6/17/2025 6:19,ACC33159918,ACC95474873,84068,Hue,73.194.143.144,8894c59bfdfb4e2481a2475a5f509169,0.815626454,0.875428323,1,0.72100051,0.895747124,1
9690,6/17/2025 21:04,ACC34675124,ACC40316512,123814,Da Nang,98.190.176.45,94d4e33037b7720cf796d509a1e50b14,0.806339062,0.720519971,0.665766568,0.480798684,0.671101012,1
9813,6/17/2025 22:03,ACC15249687,ACC21464390,303555,Da Nang,71.133.185.194,8e2fe31d8843773bdb06cd002dec0d07,0.968521502,0.8812436,0.826440197,0.69043305,0.59450945,1
9537,6/18/2025 7:55,ACC67388836,ACC12426133,102317,Ha Noi,96.208.191.215,51f7c36c58b6fc974f4670e43e299861,0.725225893,0.548896671,0.734069765,0.690924527,0.892220037,1
9838,6/18/2025 8:01,ACC57240157,ACC85903362,105698,Thai Nguyen,106.112.44.36,78745b91d2c14f8597228e6c9dfe8d18,0.835205402,0.865807554,0.692437841,0.674824551,0.789253512,1
9862,6/18/2025 17:10,ACC84436047,ACC96572999,118266,Thai Nguyen,48.219.165.195,f53230c97720cdd5366663002626522e,0.492317553,0.413354702,0.676801793,0.886488078,0.849281582,1
9641,6/19/2025 15:10,ACC20129457,ACC51871552,244490,Dong Nai,54.147.57.214,febbc50cddcee0201fa88380786e5732,0.684439961,0.812009901,0.808657261,0.701810996,0.767838056,1
9712,6/19/2025 18:27,ACC92364793,ACC43324894,107118,Thai Nguyen,96.43.114.43,0b1d0bd7b1b748ec94907330f8d8bf1a,0.902574808,0.734820057,0.880711791,0.828882844,0.793325387,1
9933,6/20/2025 0:24,ACC40859325,ACC17079804,242176,Vinh Phuc,70.85.97.209,4c57420e6f70c0e4dd3bd2610666da00,0.947560169,0.854503854,0.534307218,0.802898183,0.887368547,1
9654,6/20/2025 9:02,ACC26111409,ACC24502197,108667,Ho Chi Minh,41.189.146.119,20c23ddd2268ae6c4061df32eb8fc877,0.901669504,0.655573346,0.742509861,0.914316928,0.775384207,1
9885,6/20/2025 17:12,ACC61187898,ACC31591029,105664,Ha Noi,209.71.128.139,3efc6193d869dbf581e8455a02ea6d07,0.92161565,0.843030614,0.589150353,0.667733842,0.861161131,1
9605,6/20/2025 22:40,ACC80170801,ACC12499944,147013,Hai Phong,197.86.210.51,1a443dab97abd4a0336fb6e4e1e6d206,0.750465035,0.78513652,0.932029422,0.560618513,0.810489955,1
9860,6/21/2025 0:31,ACC74521404,ACC93931622,125074,Khanh Hoa,129.206.168.125,9db326947ac165552a9f2e1d58a5faca,0.831495173,0.853597302,0.9457476,0.618329958,0.776274931,1
9682,6/21/2025 8:01,ACC22662215,ACC82826164,329459,Da Nang,165.82.165.138,03f74122e36b9e63433cc37fd5ef2ef5,0.939818278,0.971664992,0.808211424,0.49010371,0.489057769,1
9812,6/21/2025 15:05,ACC55282103,ACC57125413,55488,Ho Chi Minh,104.163.153.158,1a6b7e2be601893666015b734e619441,0.774700871,0.708261576,0.517179331,0.876645846,0.907683213,1
9734,6/21/2025 18:02,ACC34207403,ACC63970118,393983,Hue,13.71.22.162,8db92a612115acc6baebad33bc118c6e,0.85856943,0.878900804,0.921739757,0.725426351,0.67339494,1
9687,6/21/2025 22:48,ACC72311848,ACC81664778,61205,Quang Ninh,64.46.210.60,728953710463896a076c0f58aff5cfb6,0.849796647,0.843111988,0.630468074,0.856773059,0.885543933,1
9666,6/22/2025 4:48,ACC65661339,ACC82524970,97443,Ha Noi,161.195.121.117,0a61498dc513b16bd904dbf90e92c7fb,0.874805775,0.898509691,0.801435641,0.885830271,0.684481467,1
9514,6/22/2025 13:39,ACC43474381,ACC61795311,68414,Vinh Phuc,159.62.75.216,eacb26fddb5a35895090e4b798b4c130,0.957633501,0.647501482,0.572198405,0.711658956,0.752870114,1
9670,6/23/2025 2:28,ACC74259254,ACC18118041,85369,Vinh Phuc,77.167.114.153,2f149fd7682be6e6d0505c8a9eb892a7,0.866112559,0.807983107,0.524970116,0.653990985,0.800568692,1
9934,6/23/2025 14:07,ACC94638947,ACC54840059,123354,Thai Nguyen,12.170.18.134,2e6266453a8d727a2628443cbdd293dd,0.885835619,0.788605147,0.901528029,0.558523458,0.534877842,1
9696,6/23/2025 15:08,ACC88669758,ACC81839607,92356,Quang Ninh,182.167.114.31,038d1b3e17f69b7f8f199862bf077277,0.859452943,0.896431637,0.661817108,0.647962435,0.962049474,1
9726,6/23/2025 17:07,ACC48089919,ACC39606409,54659,Vinh Phuc,116.204.75.101,c10c52c67e44a54b25159ace23c33095,0.905240985,0.704116991,0.974349529,0.480179932,0.836868181,1
9898,6/23/2025 21:51,ACC46848188,ACC24165651,162672,Vinh Phuc,136.11.159.169,93c8e937d7d0dd058bfcadbde2a93a20,0.725877634,0.678821623,0.892481197,0.924212872,0.74399606,1
9693,6/24/2025 0:47,ACC10946309,ACC12930232,59986,Dong Nai,50.118.132.204,9037a0ede851d06e1444ec9c50ccd19c,0.726378437,0.805543036,0.910339331,0.517808844,0.888278562,1
9504,6/24/2025 12:21,ACC82856100,ACC89827165,118916,Hai Phong,180.113.205.153,b5c9ac7dd3befff54872cdf6301ba4c8,0.838521024,0.627586062,0.879730181,0.690164741,0.770536953,1
9583,6/24/2025 18:41,ACC48932251,ACC20947471,69206,Quang Ninh,13.33.81.198,c012939dc8a4500fc8bcbf8c06973c7c,0.72774779,0.579048277,0.857161771,0.837426051,0.837178094,1
9538,6/24/2025 23:17,ACC60778371,ACC29733786,90835,Binh Duong,40.111.148.156,32e59c155462fa67fe50504872494b74,0.870089966,0.894920902,0.91916828,0.65191702,0.863787363,1
9517,6/25/2025 7:36,ACC23127023,ACC55661025,331978,Ho Chi Minh,136.47.57.144,97feabf507c02206be996c106c029891,0.892374672,0.976168236,0.674085748,0.654348379,0.84079698,1
9977,6/25/2025 9:34,ACC19313596,ACC65405647,98939,Nam Dinh,29.60.208.192,8af669a1e94e76e9caac08175eb6994f,0.939465362,0.768370654,0.795090822,0.494978815,0.669600643,1
9865,6/25/2025 9:45,ACC13839809,ACC21618564,227335,Thai Nguyen,117.68.29.211,8bef39ce7f9d7d04e4b34cbe6ebf164b,0.927139333,0.599219167,0.847393686,0.444831668,0.778009362,1
9756,6/25/2025 11:33,ACC73462259,ACC28849566,286199,Khanh Hoa,144.40.190.70,4699997504923918ebb85b4fe9eaf243,0.79120174,0.685287001,0.986138515,0.870231848,0.774713017,1
9892,6/25/2025 23:10,ACC52606362,ACC18053717,114932,Can Tho,44.102.187.149,0d0b735f24314d5c7859a6cdc29ae0a5,0.808654046,0.943081319,0.965093406,0.892086485,0.693463611,1
